0.000000000000000000e+00,4.474926224330676161e-02,6.260007438026524151e-02,4.218546707193983336e-02
1.000002777785493890e+01,5.520845249991701564e-02,7.197701671714344662e-02,5.023418583750899336e-02
2.000005555570987781e+01,6.587155062907330827e-02,6.296644823716816830e-02,4.941559587548258192e-02
3.000008333356481671e+01,5.505587330768822729e-02,5.743055324498442388e-02,7.902903825568544094e-02
4.000011111141975562e+01,3.879930469217014732e-02,5.304368611842644188e-02,7.913568293248106345e-02
5.000013888927469452e+01,5.688256762353433721e-02,5.850879368112154449e-02,2.560101659643677571e-02
6.000016666712963342e+01,8.764435636612996627e-02,4.318623940567910269e-02,6.655387672027766877e-02
7.000019444498457233e+01,8.094710072698058090e-02,5.655678437095541106e-02,5.398939375397444201e-02
8.000022222283951123e+01,6.365190749054311370e-02,5.310278110972167093e-02,8.055366351248843815e-02
9.000025000069445014e+01,5.664157565548096768e-02,4.225189079364944506e-02,8.889964239816920688e-02
1.000002777785493890e+02,6.910372808467704631e-02,6.395995457718210708e-02,4.750893982322128284e-02
1.100003055564043279e+02,7.205425785843920516e-02,4.362136505075252246e-02,3.399348827232363118e-02
1.200003333342592668e+02,3.789375300672108426e-02,4.849511816519146840e-02,5.570272947506642314e-02
1.300003611121142058e+02,5.078818705969322805e-02,5.990688594016189972e-02,9.050743394706023404e-02
1.400003888899691447e+02,5.196573212898452504e-02,5.289878114761893679e-02,5.518264976811989436e-02
1.500004166678240836e+02,7.202034865048347057e-02,7.276279316356179527e-02,7.229354766139352295e-02
1.600004444456790225e+02,7.300345824977523546e-02,7.763990676035299743e-02,6.164166800149459280e-02
1.700004722235339614e+02,5.209920297016520235e-02,4.562166038791169720e-02,5.342746225839319768e-02
1.800005000013889003e+02,6.111337546993357572e-02,6.152448389642887344e-02,5.496703369648860138e-02
1.900005277792438392e+02,4.314295469608620676e-02,5.698043040922240454e-02,5.852671574666669374e-02
2.000005555570987781e+02,7.596491808552899294e-02,2.737695621940132440e-02,5.824425184180589965e-02
2.100005833349537170e+02,2.770161233151475014e-02,6.656034389775412896e-02,4.724853452621752270e-02
2.200006111128086559e+02,4.249433099063068542e-02,5.861711487660998393e-02,5.684413254645633712e-02
2.300006388906635948e+02,4.382133956901276828e-02,5.592425450660416797e-02,6.202059965438571493e-02
2.400006666685185337e+02,4.659048908619461277e-02,1.167915881287762414e-01,8.045752795324710716e-02
2.500006944463734442e+02,2.222148139333414776e-02,6.892690036265146369e-02,7.349033418832374986e-02
2.600007222242284115e+02,5.946912144573823777e-02,6.375196475501171411e-02,6.374953577166700414e-02
2.700007500020833504e+02,4.716360858297075770e-02,6.929381208298288075e-02,5.319606229737962322e-02
2.800007777799382893e+02,7.448192193437021269e-02,8.589241578979567304e-02,4.281780264326645602e-02
2.900008055577932282e+02,6.376123253850110584e-02,6.559683444991092072e-02,2.742882623193006880e-02
3.000008333356481671e+02,5.334217371870361712e-02,3.633135480256204780e-02,6.899088964059993390e-02
3.100008611135031060e+02,5.992142593101103254e-02,6.883454314106961236e-02,5.142303241654375134e-02
3.200008888913580449e+02,5.886171468818512942e-02,6.544002743776340669e-02,3.619048580873938242e-02
3.300009166692129838e+02,6.240428186671851535e-02,6.407329799594300990e-02,4.509814041869569107e-02
3.400009444470679227e+02,8.651883231689307119e-02,4.374709650773808689e-02,6.285780711773750196e-02
3.500009722249228616e+02,4.861933519422084737e-02,8.658399544975510509e-02,8.351248861138693691e-02
3.600010000027778005e+02,7.010044711691776342e-02,5.734496921339719139e-02,8.367203114633472993e-02
3.700010277806327395e+02,3.231807675132298413e-02,5.712325392831132942e-02,4.390206192255735607e-02
3.800010555584876784e+02,7.253257464269986798e-02,7.962269376095092166e-02,6.702881721708045526e-02
3.900010833363426173e+02,3.287795557793185552e-02,3.394582500577129208e-02,4.666664698168401793e-02
4.000011111141975562e+02,7.174043309352720610e-02,8.471552847405161568e-02,7.640383190380067857e-02
4.100011388920524951e+02,6.424581526672315523e-02,3.961204126977634771e-02,6.781708716332209008e-02
4.200011666699074340e+02,9.018307880170474411e-02,5.364554321338133730e-02,5.676494088871308213e-02
4.300011944477623729e+02,4.976257451172377833e-02,7.627230030594311927e-02,4.242254693707776109e-02
4.400012222256173118e+02,3.353407066041255713e-02,6.977382402095201608e-02,5.708122019206924441e-02
4.500012500034722507e+02,5.263276649341030317e-02,8.899418144625757809e-02,5.557665990544952833e-02
4.600012777813271896e+02,6.079655128075384107e-02,8.063642695344483413e-02,7.527493258896510164e-02
4.700013055591821285e+02,7.324210134361931746e-02,6.856564164768794156e-02,3.541188956706640967e-02
4.800013333370370674e+02,4.891993596997460531e-02,1.003451484468513288e-01,7.106838135438628412e-02
4.900013611148919495e+02,5.772687139002653789e-02,7.290283469367664360e-02,5.643270396381851878e-02
5.000013888927468884e+02,6.327729470064140382e-02,5.985739832669765420e-02,4.635178368570998242e-02
5.100014166706018273e+02,8.575619997798539229e-02,8.901994525395934277e-02,5.820345921481788476e-02
5.200014444484568230e+02,6.887309735776708797e-02,4.153246326416976802e-02,7.417046746394237444e-02
5.300014722263117619e+02,1.023135739287562851e-01,7.039864447280524962e-02,5.353702242579229387e-02
5.400015000041667008e+02,5.905628032135541716e-02,8.331016807608203345e-02,4.942168436602290688e-02
5.500015277820216397e+02,6.552421487103947395e-02,4.508768909377947054e-02,7.666707437342065723e-02
5.600015555598765786e+02,8.628466766162701251e-02,7.114236742652337020e-02,8.712915125717604625e-02
5.700015833377315175e+02,8.107015409830861663e-02,3.033157575597340144e-02,3.769566647514431545e-02
5.800016111155864564e+02,7.132296579805187664e-02,7.443230691113268682e-02,7.399039146857358529e-02
5.900016388934413953e+02,7.736224062864704987e-02,4.471222658580413511e-02,8.409385514538199324e-02
6.000016666712963342e+02,6.258442977267311691e-02,9.851136835940479952e-02,7.811258749080260411e-02
6.100016944491512731e+02,5.380756593905035301e-02,8.269182275322684017e-02,5.903812150559262922e-02
6.200017222270062121e+02,5.928663158588792781e-02,6.851921914445190109e-02,4.596093984229047275e-02
6.300017500048611510e+02,7.403360468746884859e-02,8.559294406785586395e-02,7.264904986264363040e-02
6.400017777827160899e+02,5.833221513143631298e-02,7.672479993559111477e-02,8.208838295521078687e-02
6.500018055605710288e+02,6.724321580866021719e-02,5.065378959953034665e-02,4.221693627626351558e-02
6.600018333384259677e+02,9.409962336286691043e-02,1.268094020480378947e-01,7.054318048427699051e-02
6.700018611162809066e+02,4.843873594353110407e-02,9.919317028323901275e-02,9.429890886195790856e-02
6.800018888941358455e+02,7.540174709545580112e-02,7.080024482116052675e-02,7.084316961183589889e-02
6.900019166719907844e+02,7.443928714338350627e-02,9.329744148175427021e-02,9.428982462563599565e-02
7.000019444498457233e+02,7.414739033175343774e-02,4.115999840059118842e-02,5.702251665851033879e-02
7.100019722277006622e+02,7.093098092859331794e-02,5.849091325059837393e-02,6.373945716665184447e-02
7.200020000055556011e+02,5.256055240997761085e-02,6.160231694624783427e-02,7.200324830403209697e-02
7.300020277834105400e+02,4.071718316659660858e-02,5.432036954343873181e-02,7.526079097716764643e-02
7.400020555612654789e+02,8.399055538333602411e-02,4.515044838309278941e-02,6.402455343733379212e-02
7.500020833391204178e+02,1.276146384451692095e-01,1.035847183562981361e-01,1.004380595704771340e-01
7.600021111169753567e+02,1.329710571726847812e+00,1.745115767667678286e+00,1.119008696765377397e+00
7.700021388948302956e+02,9.386193220006524562e-01,7.086663712652446767e-01,1.072363154883415381e+00
7.800021666726852345e+02,5.980116084372936180e-01,6.028768806991114948e-01,8.240823328474310427e-01
7.900021944505401734e+02,1.006114852910264146e+00,5.558065816196550157e-01,7.209351637245001720e-01
8.000022222283951123e+02,1.049271993868798214e+00,5.560085678501501816e-01,9.614471160134392402e-01
8.100022500062500512e+02,7.257910683010950770e-01,5.864043815183301867e-01,9.829853855090526782e-01
8.200022777841049901e+02,8.007143953918299806e-01,5.773280835702675473e-01,4.725347768587556674e-01
8.300023055619599290e+02,5.515972876043682138e-01,7.911776218391933790e-01,7.473724239899083299e-01
8.400023333398148679e+02,5.854937070917443087e-01,6.297035208612067336e-01,1.097122785822448376e+00
8.500023611176698068e+02,4.678943150614126023e-01,4.032244516735146722e-01,6.152539180961990040e-01
8.600023888955247457e+02,4.182607945045298536e-01,6.464357132456143296e-01,8.342074120204697740e-01
8.700024166733796847e+02,6.168733861964615928e-01,3.291107062993977594e-01,5.303831431816795616e-01
8.800024444512346236e+02,4.617880737473681885e-01,5.427575341436988721e-01,3.840138595135550448e-01
8.900024722290895625e+02,2.830499777208110301e-01,3.045079424316347594e-01,4.083604758149705916e-01
9.000025000069445014e+02,6.688961733309727042e-02,5.193820922298882092e-02,5.635163199739052359e-02
